teff,logg,feh,ao,dao0,dao1,dao2
6800,2.0,-1.4,9.5,1.28,1.25,1.20
6800,2.0,-1.4,10.0,1.27,1.32,1.35
6800,3.0,-1.4,7.0,0.20,0.19,0.16
6800,3.0,-1.4,7.5,0.38,0.34,0.29
6800,3.0,-1.4,8.0,0.56,0.50,0.43
6800,3.0,-1.4,8.5,0.75,0.69,0.61
6800,3.0,-1.4,9.0,0.94,0.88,0.80
6800,3.0,-1.4,9.5,1.03,1.02,1.00
6800,3.0,-1.4,10.0,0.96,1.00,1.06
6800,4.0,-1.4,7.0,0.14,0.12,0.10
6800,4.0,-1.4,7.5,0.26,0.23,0.19
6800,4.0,-1.4,8.0,0.39,0.36,0.31
6800,4.0,-1.4,8.5,0.54,0.49,0.43
6800,4.0,-1.4,9.0,0.66,0.62,0.57
6800,4.0,-1.4,9.5,0.69,0.69,0.68
6800,4.0,-1.4,10.0,0.62,0.65,0.72
6800,5.0,-1.4,7.0,0.09,0.09,0.08
6800,5.0,-1.4,7.5,0.17,0.17,0.14
6800,5.0,-1.4,8.0,0.26,0.23,0.20
6800,5.0,-1.4,8.5,0.34,0.31,0.28
6800,5.0,-1.4,9.0,0.41,0.39,0.36
6800,5.0,-1.4,9.5,0.43,0.43,0.43
6800,5.0,-1.4,10.0,0.42,0.44,0.47
6800,2.0,-1.2,7.0,0.24,0.22,0.19
6800,2.0,-1.2,7.5,0.47,0.42,0.35
6800,2.0,-1.2,8.0,0.68,0.62,0.51
6800,2.0,-1.2,8.5,0.90,0.82,0.74
6800,2.0,-1.2,9.0,1.12,1.06,0.97
6800,2.0,-1.2,9.5,1.25,1.21,1.15
6800,2.0,-1.2,10.0,1.25,1.27,1.29
6800,3.0,-1.2,7.0,0.19,0.17,0.14
6800,3.0,-1.2,7.5,0.36,0.32,0.27
6800,3.0,-1.2,8.0,0.53,0.47,0.41
6800,3.0,-1.2,8.5,0.73,0.68,0.59
6800,3.0,-1.2,9.0,0.92,0.86,0.78
6800,3.0,-1.2,9.5,1.02,1.00,0.97
6800,3.0,-1.2,10.0,0.96,1.00,1.04
6800,4.0,-1.2,7.0,0.12,0.10,0.09
6800,4.0,-1.2,7.5,0.23,0.22,0.19
6800,4.0,-1.2,8.0,0.37,0.33,0.29
6800,4.0,-1.2,8.5,0.51,0.47,0.41
6800,4.0,-1.2,9.0,0.63,0.61,0.56
6800,4.0,-1.2,9.5,0.68,0.68,0.67
6800,4.0,-1.2,10.0,0.62,0.66,0.72
6800,5.0,-1.2,7.0,0.06,0.06,0.05
6800,5.0,-1.2,7.5,0.14,0.14,0.12
6800,5.0,-1.2,8.0,0.22,0.19,0.17
6800,5.0,-1.2,8.5,0.30,0.28,0.23
6800,5.0,-1.2,9.0,0.38,0.36,0.33
6800,5.0,-1.2,9.5,0.40,0.40,0.40
6800,5.0,-1.2,10.0,0.41,0.42,0.45
6800,2.0,-1.0,7.0,0.22,0.19,0.17
6800,2.0,-1.0,7.5,0.43,0.38,0.32
6800,2.0,-1.0,8.0,0.63,0.56,0.48
6800,2.0,-1.0,8.5,0.85,0.79,0.69
6800,2.0,-1.0,9.0,1.07,1.00,0.91
6800,2.0,-1.0,9.5,1.20,1.16,1.11
6800,2.0,-1.0,10.0,1.21,1.23,1.25
6800,3.0,-1.0,7.0,0.17,0.14,0.12
6800,3.0,-1.0,7.5,0.33,0.29,0.23
6800,3.0,-1.0,8.0,0.49,0.44,0.38
6800,3.0,-1.0,8.5,0.69,0.63,0.55
6800,3.0,-1.0,9.0,0.88,0.81,0.75
6800,3.0,-1.0,9.5,1.00,0.98,0.93
6800,3.0,-1.0,10.0,0.94,0.98,1.01
6800,4.0,-1.0,7.0,0.11,0.09,0.08
6800,4.0,-1.0,7.5,0.22,0.19,0.17
6800,4.0,-1.0,8.0,0.35,0.31,0.27
6800,4.0,-1.0,8.5,0.50,0.45,0.39
6800,4.0,-1.0,9.0,0.62,0.59,0.54
6800,4.0,-1.0,9.5,0.67,0.67,0.65
6800,4.0,-1.0,10.0,0.62,0.65,0.71
6800,5.0,-1.0,7.0,0.05,0.05,0.04
6800,5.0,-1.0,7.5,0.12,0.11,0.10
6800,5.0,-1.0,8.0,0.19,0.17,0.16
6800,5.0,-1.0,8.5,0.28,0.26,0.22
6800,5.0,-1.0,9.0,0.36,0.34,0.31
6800,5.0,-1.0,9.5,0.39,0.39,0.39
6800,5.0,-1.0,10.0,0.41,0.42,0.44
6800,2.0,-0.8,7.0,0.19,0.17,0.14
6800,2.0,-0.8,7.5,0.39,0.35,0.29
6800,2.0,-0.8,8.0,0.59,0.51,0.44
6800,2.0,-0.8,8.5,0.80,0.74,0.65
6800,2.0,-0.8,9.0,1.01,0.94,0.86
6800,2.0,-0.8,9.5,1.13,1.11,1.06
6800,2.0,-0.8,10.0,1.14,1.18,1.19
6800,3.0,-0.8,7.0,0.14,0.12,0.10
6800,3.0,-0.8,7.5,0.30,0.26,0.22
6800,3.0,-0.8,8.0,0.46,0.41,0.35
6800,3.0,-0.8,8.5,0.65,0.60,0.50
6800,3.0,-0.8,9.0,0.81,0.76,0.69
6800,3.0,-0.8,9.5,0.94,0.92,0.87
6800,3.0,-0.8,10.0,0.91,0.94,0.98
6800,4.0,-0.8,7.0,0.09,0.09,0.06
6800,4.0,-0.8,7.5,0.19,0.17,0.14
6800,4.0,-0.8,8.0,0.32,0.29,0.23
6800,4.0,-0.8,8.5,0.46,0.42,0.36
6800,4.0,-0.8,9.0,0.60,0.56,0.50
6800,4.0,-0.8,9.5,0.65,0.63,0.62
6800,4.0,-0.8,10.0,0.61,0.63,0.69
6800,5.0,-0.8,7.0,0.04,0.04,0.04
6800,5.0,-0.8,7.5,0.11,0.10,0.09
6800,5.0,-0.8,8.0,0.19,0.17,0.14
6800,5.0,-0.8,8.5,0.27,0.23,0.20
6800,5.0,-0.8,9.0,0.34,0.32,0.29
6800,5.0,-0.8,9.5,0.38,0.38,0.37
6800,5.0,-0.8,10.0,0.40,0.41,0.43
6800,2.0,-0.6,7.0,0.17,0.16,0.12
6800,2.0,-0.6,7.5,0.36,0.32,0.26
6800,2.0,-0.6,8.0,0.54,0.48,0.40
6800,2.0,-0.6,8.5,0.75,0.69,0.60
6800,2.0,-0.6,9.0,0.96,0.88,0.80
6800,2.0,-0.6,9.5,1.09,1.06,1.00
6800,2.0,-0.6,10.0,1.10,1.12,1.12
6800,3.0,-0.6,7.0,0.12,0.11,0.09
6800,3.0,-0.6,7.5,0.27,0.22,0.19
6800,3.0,-0.6,8.0,0.42,0.37,0.31
6800,3.0,-0.6,8.5,0.61,0.55,0.46
6800,3.0,-0.6,9.0,0.76,0.72,0.65
6800,3.0,-0.6,9.5,0.88,0.86,0.81
6800,3.0,-0.6,10.0,0.86,0.88,0.93
6800,4.0,-0.6,7.0,0.09,0.06,0.05
6800,4.0,-0.6,7.5,0.17,0.16,0.12
6800,4.0,-0.6,8.0,0.29,0.26,0.20
6800,4.0,-0.6,8.5,0.42,0.38,0.33
6800,4.0,-0.6,9.0,0.56,0.53,0.47
6800,4.0,-0.6,9.5,0.61,0.60,0.59
6800,4.0,-0.6,10.0,0.57,0.61,0.65
6800,5.0,-0.6,7.0,0.04,0.04,0.02
6800,5.0,-0.6,7.5,0.09,0.09,0.08
6800,5.0,-0.6,8.0,0.17,0.14,0.11
6800,5.0,-0.6,8.5,0.23,0.22,0.19
6800,5.0,-0.6,9.0,0.32,0.30,0.27
6800,5.0,-0.6,9.5,0.36,0.36,0.35
6800,5.0,-0.6,10.0,0.39,0.39,0.41
6800,2.0,-0.4,7.0,0.16,0.14,0.10
6800,2.0,-0.4,7.5,0.33,0.28,0.22
6800,2.0,-0.4,8.0,0.49,0.44,0.37
6800,2.0,-0.4,8.5,0.69,0.63,0.55
6800,2.0,-0.4,9.0,0.88,0.82,0.75
6800,2.0,-0.4,9.5,1.03,1.00,0.94
6800,2.0,-0.4,10.0,1.03,1.06,1.07
6800,3.0,-0.4,7.0,0.11,0.09,0.08
6800,3.0,-0.4,7.5,0.23,0.20,0.17
6800,3.0,-0.4,8.0,0.38,0.34,0.28
6800,3.0,-0.4,8.5,0.56,0.50,0.42
6800,3.0,-0.4,9.0,0.72,0.67,0.60
6800,3.0,-0.4,9.5,0.81,0.80,0.75
6800,3.0,-0.4,10.0,0.81,0.84,0.87
6800,4.0,-0.4,7.0,0.06,0.05,0.04
6800,4.0,-0.4,7.5,0.14,0.12,0.10
6800,4.0,-0.4,8.0,0.26,0.22,0.17
6800,4.0,-0.4,8.5,0.38,0.34,0.29
6800,4.0,-0.4,9.0,0.51,0.48,0.42
6800,4.0,-0.4,9.5,0.56,0.56,0.54
6800,4.0,-0.4,10.0,0.55,0.56,0.61
6800,5.0,-0.4,7.0,0.02,0.02,0.01
6800,5.0,-0.4,7.5,0.08,0.06,0.05
6800,5.0,-0.4,8.0,0.14,0.11,0.09
6800,5.0,-0.4,8.5,0.20,0.19,0.16
6800,5.0,-0.4,9.0,0.29,0.27,0.23
6800,5.0,-0.4,9.5,0.34,0.33,0.31
6800,5.0,-0.4,10.0,0.37,0.37,0.39
6800,2.0,-0.2,7.0,0.14,0.11,0.09
6800,2.0,-0.2,7.5,0.29,0.24,0.19
6800,2.0,-0.2,8.0,0.45,0.40,0.33
6800,2.0,-0.2,8.5,0.63,0.57,0.49
6800,2.0,-0.2,9.0,0.81,0.76,0.69
6800,2.0,-0.2,9.5,0.98,0.94,0.87
6800,2.0,-0.2,10.0,0.98,0.99,1.00
6800,3.0,-0.2,7.0,0.09,0.08,0.06
6800,3.0,-0.2,7.5,0.20,0.17,0.14
6800,3.0,-0.2,8.0,0.34,0.30,0.24
6800,3.0,-0.2,8.5,0.50,0.45,0.38
6800,3.0,-0.2,9.0,0.66,0.62,0.55
6800,3.0,-0.2,9.5,0.75,0.73,0.69
6800,3.0,-0.2,10.0,0.75,0.78,0.81
6800,4.0,-0.2,7.0,0.05,0.04,0.04
6800,4.0,-0.2,7.5,0.12,0.10,0.09
6800,4.0,-0.2,8.0,0.22,0.19,0.14
6800,4.0,-0.2,8.5,0.34,0.30,0.24
6800,4.0,-0.2,9.0,0.46,0.42,0.37
6800,4.0,-0.2,9.5,0.53,0.51,0.49
6800,4.0,-0.2,10.0,0.50,0.51,0.56
6800,5.0,-0.2,7.0,0.01,0.01,0.01
6800,5.0,-0.2,7.5,0.05,0.05,0.04
6800,5.0,-0.2,8.0,0.10,0.09,0.08
6800,5.0,-0.2,8.5,0.17,0.16,0.12
6800,5.0,-0.2,9.0,0.24,0.22,0.19
6800,5.0,-0.2,9.5,0.30,0.29,0.27
6800,5.0,-0.2,10.0,0.34,0.34,0.35
6800,2.0,0.0,7.0,0.12,0.10,0.09
6800,2.0,0.0,7.5,0.26,0.22,0.17
6800,2.0,0.0,8.0,0.40,0.36,0.30
6800,2.0,0.0,8.5,0.59,0.53,0.45
6800,2.0,0.0,9.0,0.75,0.71,0.63
6800,2.0,0.0,9.5,0.88,0.86,0.80
6800,2.0,0.0,10.0,0.91,0.93,0.94
6800,3.0,0.0,7.0,0.09,0.06,0.05
6800,3.0,0.0,7.5,0.17,0.16,0.11
6800,3.0,0.0,8.0,0.30,0.27,0.22
6800,3.0,0.0,8.5,0.45,0.40,0.34
6800,3.0,0.0,9.0,0.61,0.56,0.50
6800,3.0,0.0,9.5,0.69,0.67,0.63
6800,3.0,0.0,10.0,0.69,0.72,0.74
6800,4.0,0.0,7.0,0.04,0.04,0.02
6800,4.0,0.0,7.5,0.10,0.09,0.06
6800,4.0,0.0,8.0,0.19,0.16,0.12
6800,4.0,0.0,8.5,0.30,0.26,0.22
6800,4.0,0.0,9.0,0.41,0.37,0.33
6800,4.0,0.0,9.5,0.48,0.47,0.44
6800,4.0,0.0,10.0,0.47,0.48,0.50
6800,5.0,0.0,7.0,0.01,0.00,0.00
6800,5.0,0.0,7.5,0.04,0.04,0.02
6800,5.0,0.0,8.0,0.09,0.06,0.05
6800,5.0,0.0,8.5,0.14,0.12,0.09
6800,5.0,0.0,9.0,0.20,0.19,0.17
6800,5.0,0.0,9.5,0.26,0.24,0.22
6800,5.0,0.0,10.0,0.31,0.31,0.31
6800,2.0,0.2,7.0,0.10,0.09,0.08
6800,2.0,0.2,7.5,0.22,0.19,0.16
6800,2.0,0.2,8.0,0.36,0.32,0.26
6800,2.0,0.2,8.5,0.53,0.47,0.40
6800,2.0,0.2,9.0,0.69,0.65,0.57
6800,2.0,0.2,9.5,0.81,0.78,0.73
6800,2.0,0.2,10.0,0.84,0.86,0.86
6800,3.0,0.2,7.0,0.06,0.05,0.04
6800,3.0,0.2,7.5,0.16,0.12,0.09
6800,3.0,0.2,8.0,0.26,0.22,0.17
6800,3.0,0.2,8.5,0.40,0.35,0.30
6800,3.0,0.2,9.0,0.54,0.50,0.44
6800,3.0,0.2,9.5,0.62,0.61,0.57
6800,3.0,0.2,10.0,0.62,0.65,0.67
6800,4.0,0.2,7.0,0.02,0.02,0.01
6800,4.0,0.2,7.5,0.08,0.06,0.05
6800,4.0,0.2,8.0,0.14,0.12,0.09
6800,4.0,0.2,8.5,0.24,0.22,0.17
6800,4.0,0.2,9.0,0.35,0.32,0.28
6800,4.0,0.2,9.5,0.42,0.40,0.38
6800,4.0,0.2,10.0,0.43,0.44,0.45
6800,5.0,0.2,7.0,0.00,0.00,0.00
6800,5.0,0.2,7.5,0.02,0.02,0.01
6800,5.0,0.2,8.0,0.05,0.04,0.04
6800,5.0,0.2,8.5,0.10,0.09,0.06
6800,5.0,0.2,9.0,0.17,0.14,0.12
6800,5.0,0.2,9.5,0.22,0.19,0.19
6800,5.0,0.2,10.0,0.27,0.26,0.27
6800,2.0,0.4,7.0,0.09,0.09,0.06
6800,2.0,0.4,7.5,0.19,0.17,0.14
6800,2.0,0.4,8.0,0.32,0.28,0.22
6800,2.0,0.4,8.5,0.47,0.42,0.36
6800,2.0,0.4,9.0,0.62,0.59,0.51
6800,2.0,0.4,9.5,0.74,0.71,0.66
6800,2.0,0.4,10.0,0.76,0.78,0.79
6800,3.0,0.4,7.0,0.05,0.04,0.04
6800,3.0,0.4,7.5,0.12,0.10,0.09
6800,3.0,0.4,8.0,0.22,0.19,0.16
6800,3.0,0.4,8.5,0.35,0.31,0.26
6800,3.0,0.4,9.0,0.48,0.44,0.38
6800,3.0,0.4,9.5,0.56,0.55,0.50
6800,3.0,0.4,10.0,0.56,0.57,0.60
6800,4.0,0.4,7.0,0.02,0.01,0.00
6800,4.0,0.4,7.5,0.06,0.04,0.04
6800,4.0,0.4,8.0,0.11,0.09,0.08
6800,4.0,0.4,8.5,0.20,0.17,0.14
6800,4.0,0.4,9.0,0.29,0.27,0.22
6800,4.0,0.4,9.5,0.36,0.34,0.32
6800,4.0,0.4,10.0,0.39,0.39,0.40
6800,5.0,0.4,7.0,0.00,0.00,0.00
6800,5.0,0.4,7.5,0.01,0.01,0.00
6800,5.0,0.4,8.0,0.04,0.02,0.01
6800,5.0,0.4,8.5,0.08,0.06,0.04
6800,5.0,0.4,9.0,0.12,0.11,0.09
6800,5.0,0.4,9.5,0.17,0.16,0.14
6800,5.0,0.4,10.0,0.22,0.22,0.22
7000,2.0,-1.4,7.0,0.28,0.24,0.20
7000,2.0,-1.4,7.5,0.50,0.46,0.39
7000,2.0,-1.4,8.0,0.74,0.68,0.57
7000,2.0,-1.4,8.5,0.97,0.90,0.80
7000,2.0,-1.4,9.0,1.18,1.12,1.03
7000,2.0,-1.4,9.5,1.32,1.28,1.23
7000,2.0,-1.4,10.0,1.29,1.34,1.37
7000,3.0,-1.4,7.0,0.19,0.17,0.14
7000,3.0,-1.4,7.5,0.39,0.34,0.29
7000,3.0,-1.4,8.0,0.56,0.50,0.43
7000,3.0,-1.4,8.5,0.76,0.71,0.62
7000,3.0,-1.4,9.0,0.97,0.91,0.81
7000,3.0,-1.4,9.5,1.06,1.03,1.00
7000,3.0,-1.4,10.0,0.97,1.00,1.08
7000,4.0,-1.4,7.0,0.14,0.12,0.10
7000,4.0,-1.4,7.5,0.27,0.23,0.19
7000,4.0,-1.4,8.0,0.40,0.36,0.31
7000,4.0,-1.4,8.5,0.56,0.50,0.44
7000,4.0,-1.4,9.0,0.68,0.63,0.60
7000,4.0,-1.4,9.5,0.69,0.69,0.69
7000,4.0,-1.4,10.0,0.62,0.67,0.74
7000,5.0,-1.4,7.0,0.09,0.08,0.06
7000,5.0,-1.4,7.5,0.17,0.16,0.14
7000,5.0,-1.4,8.0,0.26,0.23,0.20
7000,5.0,-1.4,8.5,0.35,0.32,0.29
7000,5.0,-1.4,9.0,0.43,0.41,0.38
7000,5.0,-1.4,9.5,0.44,0.44,0.45
7000,5.0,-1.4,10.0,0.43,0.44,0.48
7000,2.0,-1.2,7.0,0.24,0.22,0.19
7000,2.0,-1.2,7.5,0.48,0.43,0.36
7000,2.0,-1.2,8.0,0.69,0.63,0.53
7000,2.0,-1.2,8.5,0.92,0.85,0.75
7000,2.0,-1.2,9.0,1.13,1.08,0.99
7000,2.0,-1.2,9.5,1.26,1.24,1.18
7000,2.0,-1.2,10.0,1.26,1.29,1.33
7000,3.0,-1.2,7.0,0.19,0.17,0.14
7000,3.0,-1.2,7.5,0.37,0.32,0.27
7000,3.0,-1.2,8.0,0.54,0.48,0.41
7000,3.0,-1.2,8.5,0.74,0.69,0.60
7000,3.0,-1.2,9.0,0.94,0.88,0.79
7000,3.0,-1.2,9.5,1.03,1.01,0.99
7000,3.0,-1.2,10.0,0.96,1.00,1.06
7000,4.0,-1.2,7.0,0.12,0.10,0.09
7000,4.0,-1.2,7.5,0.23,0.22,0.17
7000,4.0,-1.2,8.0,0.38,0.34,0.29
7000,4.0,-1.2,8.5,0.53,0.48,0.41
7000,4.0,-1.2,9.0,0.66,0.62,0.56
7000,4.0,-1.2,9.5,0.69,0.69,0.68
7000,4.0,-1.2,10.0,0.62,0.66,0.73
7000,5.0,-1.2,7.0,0.06,0.05,0.05
7000,5.0,-1.2,7.5,0.14,0.12,0.11
7000,5.0,-1.2,8.0,0.22,0.19,0.17
7000,5.0,-1.2,8.5,0.31,0.29,0.24
7000,5.0,-1.2,9.0,0.39,0.37,0.34
7000,5.0,-1.2,9.5,0.41,0.41,0.41
7000,5.0,-1.2,10.0,0.41,0.43,0.46
7000,2.0,-1.0,7.0,0.22,0.19,0.17
7000,2.0,-1.0,7.5,0.44,0.39,0.32
7000,2.0,-1.0,8.0,0.65,0.59,0.49
7000,2.0,-1.0,8.5,0.87,0.80,0.71
7000,2.0,-1.0,9.0,1.08,1.02,0.93
7000,2.0,-1.0,9.5,1.21,1.18,1.12
7000,2.0,-1.0,10.0,1.21,1.24,1.26
7000,3.0,-1.0,7.0,0.17,0.14,0.11
7000,3.0,-1.0,7.5,0.34,0.29,0.23
7000,3.0,-1.0,8.0,0.50,0.45,0.38
7000,3.0,-1.0,8.5,0.71,0.65,0.56
7000,3.0,-1.0,9.0,0.88,0.82,0.75
7000,3.0,-1.0,9.5,1.00,0.99,0.94
7000,3.0,-1.0,10.0,0.94,0.98,1.02
7000,4.0,-1.0,7.0,0.10,0.09,0.08
7000,4.0,-1.0,7.5,0.22,0.19,0.16
7000,4.0,-1.0,8.0,0.35,0.32,0.26
7000,4.0,-1.0,8.5,0.50,0.46,0.39
7000,4.0,-1.0,9.0,0.63,0.60,0.55
7000,4.0,-1.0,9.5,0.68,0.67,0.66
7000,4.0,-1.0,10.0,0.62,0.66,0.72
7000,5.0,-1.0,7.0,0.05,0.04,0.04
7000,5.0,-1.0,7.5,0.12,0.11,0.09
7000,5.0,-1.0,8.0,0.20,0.17,0.14
7000,5.0,-1.0,8.5,0.29,0.27,0.22
7000,5.0,-1.0,9.0,0.37,0.35,0.32
7000,5.0,-1.0,9.5,0.40,0.40,0.40
7000,5.0,-1.0,10.0,0.41,0.42,0.45
7000,2.0,-0.8,7.0,0.19,0.17,0.14
7000,2.0,-0.8,7.5,0.40,0.35,0.29
7000,2.0,-0.8,8.0,0.60,0.53,0.44
7000,2.0,-0.8,8.5,0.81,0.75,0.66
7000,2.0,-0.8,9.0,1.02,0.97,0.87
7000,2.0,-0.8,9.5,1.14,1.12,1.07
7000,2.0,-0.8,10.0,1.14,1.18,1.20
7000,3.0,-0.8,7.0,0.14,0.12,0.10
7000,3.0,-0.8,7.5,0.30,0.26,0.20
7000,3.0,-0.8,8.0,0.46,0.41,0.35
7000,3.0,-0.8,8.5,0.66,0.60,0.50
7000,3.0,-0.8,9.0,0.82,0.78,0.71
7000,3.0,-0.8,9.5,0.96,0.93,0.88
7000,3.0,-0.8,10.0,0.90,0.94,0.98
7000,4.0,-0.8,7.0,0.09,0.08,0.06
7000,4.0,-0.8,7.5,0.19,0.17,0.14
7000,4.0,-0.8,8.0,0.33,0.29,0.23
7000,4.0,-0.8,8.5,0.47,0.42,0.36
7000,4.0,-0.8,9.0,0.60,0.56,0.51
7000,4.0,-0.8,9.5,0.65,0.63,0.62
7000,4.0,-0.8,10.0,0.60,0.62,0.69
7000,5.0,-0.8,7.0,0.04,0.04,0.04
7000,5.0,-0.8,7.5,0.10,0.09,0.09
7000,5.0,-0.8,8.0,0.19,0.16,0.14
7000,5.0,-0.8,8.5,0.27,0.23,0.20
7000,5.0,-0.8,9.0,0.35,0.33,0.30
7000,5.0,-0.8,9.5,0.38,0.38,0.38
7000,5.0,-0.8,10.0,0.40,0.41,0.43
7000,2.0,-0.6,7.0,0.17,0.14,0.11
7000,2.0,-0.6,7.5,0.36,0.32,0.24
7000,2.0,-0.6,8.0,0.54,0.48,0.40
7000,2.0,-0.6,8.5,0.75,0.69,0.60
7000,2.0,-0.6,9.0,0.96,0.88,0.81
7000,2.0,-0.6,9.5,1.09,1.06,1.00
7000,2.0,-0.6,10.0,1.09,1.11,1.12
7000,3.0,-0.6,7.0,0.12,0.10,0.09
7000,3.0,-0.6,7.5,0.27,0.22,0.19
7000,3.0,-0.6,8.0,0.42,0.37,0.31
7000,3.0,-0.6,8.5,0.61,0.55,0.46
7000,3.0,-0.6,9.0,0.76,0.73,0.66
7000,3.0,-0.6,9.5,0.88,0.86,0.81
7000,3.0,-0.6,10.0,0.86,0.88,0.93
7000,4.0,-0.6,7.0,0.08,0.06,0.05
7000,4.0,-0.6,7.5,0.17,0.14,0.11
7000,4.0,-0.6,8.0,0.29,0.26,0.20
7000,4.0,-0.6,8.5,0.43,0.39,0.33
7000,4.0,-0.6,9.0,0.56,0.53,0.47
7000,4.0,-0.6,9.5,0.61,0.61,0.59
7000,4.0,-0.6,10.0,0.57,0.60,0.65
7000,5.0,-0.6,7.0,0.04,0.04,0.02
7000,5.0,-0.6,7.5,0.09,0.09,0.08
7000,5.0,-0.6,8.0,0.17,0.14,0.11
7000,5.0,-0.6,8.5,0.24,0.22,0.19
7000,5.0,-0.6,9.0,0.32,0.30,0.27
7000,5.0,-0.6,9.5,0.37,0.36,0.35
7000,5.0,-0.6,10.0,0.38,0.39,0.42
7000,2.0,-0.4,7.0,0.16,0.14,0.10
7000,2.0,-0.4,7.5,0.32,0.28,0.22
7000,2.0,-0.4,8.0,0.49,0.44,0.37
7000,2.0,-0.4,8.5,0.69,0.63,0.55
7000,2.0,-0.4,9.0,0.88,0.82,0.75
7000,2.0,-0.4,9.5,1.02,1.00,0.94
7000,2.0,-0.4,10.0,1.01,1.04,1.06
7000,3.0,-0.4,7.0,0.10,0.09,0.08
7000,3.0,-0.4,7.5,0.23,0.19,0.16
7000,3.0,-0.4,8.0,0.38,0.33,0.27
7000,3.0,-0.4,8.5,0.56,0.50,0.42
7000,3.0,-0.4,9.0,0.71,0.67,0.60
7000,3.0,-0.4,9.5,0.81,0.79,0.75
7000,3.0,-0.4,10.0,0.80,0.82,0.86
7000,4.0,-0.4,7.0,0.06,0.05,0.04
7000,4.0,-0.4,7.5,0.14,0.12,0.09
7000,4.0,-0.4,8.0,0.26,0.22,0.17
7000,4.0,-0.4,8.5,0.39,0.35,0.29
7000,4.0,-0.4,9.0,0.51,0.48,0.42
7000,4.0,-0.4,9.5,0.56,0.56,0.55
7000,4.0,-0.4,10.0,0.54,0.56,0.61
7000,5.0,-0.4,7.0,0.02,0.02,0.01
7000,5.0,-0.4,7.5,0.08,0.06,0.05
7000,5.0,-0.4,8.0,0.14,0.11,0.09
7000,5.0,-0.4,8.5,0.22,0.19,0.16
7000,5.0,-0.4,9.0,0.29,0.27,0.23
7000,5.0,-0.4,9.5,0.34,0.33,0.32
7000,5.0,-0.4,10.0,0.36,0.37,0.39
7000,2.0,-0.2,7.0,0.14,0.11,0.09
7000,2.0,-0.2,7.5,0.29,0.24,0.19
7000,2.0,-0.2,8.0,0.44,0.40,0.33
7000,2.0,-0.2,8.5,0.63,0.57,0.49
7000,2.0,-0.2,9.0,0.81,0.76,0.69
7000,2.0,-0.2,9.5,0.97,0.93,0.87
7000,2.0,-0.2,10.0,0.97,0.98,1.00
7000,3.0,-0.2,7.0,0.09,0.08,0.05
7000,3.0,-0.2,7.5,0.20,0.17,0.14
7000,3.0,-0.2,8.0,0.34,0.30,0.23
7000,3.0,-0.2,8.5,0.50,0.45,0.38
7000,3.0,-0.2,9.0,0.66,0.62,0.55
7000,3.0,-0.2,9.5,0.75,0.73,0.69
7000,3.0,-0.2,10.0,0.74,0.76,0.80
7000,4.0,-0.2,7.0,0.04,0.04,0.04
7000,4.0,-0.2,7.5,0.12,0.10,0.09
7000,4.0,-0.2,8.0,0.22,0.19,0.14
7000,4.0,-0.2,8.5,0.34,0.30,0.24
7000,4.0,-0.2,9.0,0.46,0.43,0.38
7000,4.0,-0.2,9.5,0.51,0.51,0.50
7000,4.0,-0.2,10.0,0.50,0.51,0.55
7000,5.0,-0.2,7.0,0.01,0.01,0.01
7000,5.0,-0.2,7.5,0.05,0.05,0.04
7000,5.0,-0.2,8.0,0.11,0.09,0.08
7000,5.0,-0.2,8.5,0.19,0.16,0.12
7000,5.0,-0.2,9.0,0.26,0.23,0.20
7000,5.0,-0.2,9.5,0.30,0.29,0.28
7000,5.0,-0.2,10.0,0.34,0.34,0.36
7000,2.0,0.0,7.0,0.12,0.10,0.08
7000,2.0,0.0,7.5,0.26,0.22,0.17
7000,2.0,0.0,8.0,0.40,0.36,0.29
7000,2.0,0.0,8.5,0.57,0.53,0.45
7000,2.0,0.0,9.0,0.75,0.71,0.62
7000,2.0,0.0,9.5,0.88,0.85,0.80
7000,2.0,0.0,10.0,0.90,0.92,0.93
7000,3.0,0.0,7.0,0.08,0.06,0.04
7000,3.0,0.0,7.5,0.17,0.14,0.11
7000,3.0,0.0,8.0,0.30,0.26,0.20
7000,3.0,0.0,8.5,0.45,0.40,0.34
7000,3.0,0.0,9.0,0.60,0.56,0.49
7000,3.0,0.0,9.5,0.69,0.67,0.62
7000,3.0,0.0,10.0,0.69,0.71,0.73
7000,4.0,0.0,7.0,0.04,0.04,0.02
7000,4.0,0.0,7.5,0.10,0.09,0.06
7000,4.0,0.0,8.0,0.19,0.16,0.12
7000,4.0,0.0,8.5,0.30,0.27,0.22
7000,4.0,0.0,9.0,0.41,0.38,0.33
7000,4.0,0.0,9.5,0.48,0.46,0.44
7000,4.0,0.0,10.0,0.47,0.48,0.50
7000,5.0,0.0,7.0,0.01,0.00,0.00
7000,5.0,0.0,7.5,0.04,0.04,0.02
7000,5.0,0.0,8.0,0.09,0.08,0.05
7000,5.0,0.0,8.5,0.16,0.12,0.10
7000,5.0,0.0,9.0,0.22,0.19,0.17
7000,5.0,0.0,9.5,0.27,0.26,0.23
7000,5.0,0.0,10.0,0.31,0.31,0.32
7000,2.0,0.2,7.0,0.10,0.09,0.06
7000,2.0,0.2,7.5,0.22,0.19,0.14
7000,2.0,0.2,8.0,0.36,0.32,0.26
7000,2.0,0.2,8.5,0.53,0.47,0.40
